pos_id	pos_id_2	gene_peak_link
chr8:38734201-38736300	chr8:38494951-38496000	hichip
chr8:38734201-38736300	chr8:38509651-38511450	hichip
chr8:38734201-38736300	chr8:38643601-38645250	hichip
chr8:38734201-38736300	chr8:38766151-38767500	hichip
chr8:58162051-58162350	chr8:58137001-58137150	hichip
chr8:73631551-73632450	chr8:73490101-73490850	hichip
chr8:80552101-80552850	chr8:80577601-80580450	hichip
chr8:80552101-80552850	chr8:80598451-80599350	hichip
chr8:100680601-100682100	chr8:100487851-100488300	hichip
chr8:101578051-101579850	chr8:101504101-101506200	hichip
chr8:101578051-101579850	chr8:101582701-101584950	hichip
chr8:101578051-101579850	chr8:101607151-101608650	hichip
chr8:107614351-107614950	chr8:107597401-107597700	hichip
chr8:127099801-127100700	chr8:127101301-127102950	hichip
chr8:127099801-127100700	chr8:126824401-126825150	hichip
chr8:127099801-127100700	chr8:126876601-126877200	hichip
chr8:127099801-127100700	chr8:126926401-126927150	hichip
chr8:127099801-127100700	chr8:127018051-127019400	hichip
chr8:127099801-127100700	chr8:127090801-127093950	hichip
chr8:127099801-127100700	chr8:127215001-127216200	hichip
chr8:127099801-127100700	chr8:127330051-127330950	hichip
chr8:127099801-127100700	chr8:127507351-127508100	hichip
chr8:127782151-127783050	chr8:127018051-127019400	hichip
chr8:127782151-127783050	chr8:127090801-127093950	hichip
chr8:133359751-133360800	chr8:133428451-133429650	hichip
chr8:133359751-133360800	chr8:133455151-133457250	hichip
chr9:14198701-14199450	chr9:14312851-14316750	hichip
chr9:25537951-25538400	chr9:25677301-25678950	hichip
chr9:71178001-71178150	chr9:71191201-71191500	hichip
chr9:110073301-110074050	chr9:110089351-110090550	hichip
chr9:111621301-111622200	chr9:111605101-111605850	hichip
chr9:111621301-111622200	chr9:112064701-112066800	hichip
chr9:115494901-115496550	chr9:114995701-114997050	hichip
chr9:115494901-115496550	chr9:115484551-115485300	hichip
chr9:125537851-125538450	chr9:125511751-125512650	hichip
chrX:15269551-15270450	chrX:15292651-15292950	hichip
chr1:61641751-61643100	chr1:61640401-61641150	hichip
chr1:61641751-61643100	chr1:61568701-61569600	hichip
chr1:116109601-116112150	chr1:116489251-116489700	hichip
chr1:151975351-151975650	chr1:151992301-151994400	hichip
chr1:154885201-154887150	chr1:154463551-154464000	hichip
chr1:154885201-154887150	chr1:154607101-154609200	hichip
chr1:206951251-206951850	chr1:207031501-207033600	hichip
chr10:74968201-74968950	chr10:74960701-74961000	hichip
chr10:74968201-74968950	chr10:74988901-74989350	hichip
chr10:78010051-78010650	chr10:77889151-77889900	hichip
chr11:64316851-64321200	chr11:64236301-64240950	hichip
chr11:64316851-64321200	chr11:64566451-64568850	hichip
chr11:66256501-66259050	chr11:65379151-65383350	hichip
chr11:66256501-66259050	chr11:65694901-65697300	hichip
chr11:68001751-68006400	chr11:67978951-67979100	hichip
chr11:93216451-93217050	chr11:92948251-92948400	hichip
chr11:93216451-93217050	chr11:93228751-93229500	hichip
chr11:96207451-96208050	chr11:96193351-96194100	hichip
chr11:108592651-108594300	chr11:108606601-108607200	hichip
chr11:111426451-111427950	chr11:111302401-111303900	hichip
chr11:111426451-111427950	chr11:111304801-111306150	hichip
chr11:111426451-111427950	chr11:111334351-111336000	hichip
chr11:114178651-114180900	chr11:113773051-113774250	hichip
chr11:114178651-114180900	chr11:114159751-114160500	hichip
chr11:130025401-130025850	chr11:130001551-130003950	hichip
chr12:26100901-26101800	chr12:26043301-26044350	hichip
chr12:26100901-26101800	chr12:26428801-26429700	hichip
chr12:42915451-42916350	chr12:42865051-42866100	hichip
chr12:42915451-42916350	chr12:42921751-42922800	hichip
chr12:51961651-51962250	chr12:52125601-52127550	hichip
chr12:64625251-64626150	chr12:64590001-64590750	hichip
chr12:64625251-64626150	chr12:64633951-64634850	hichip
chr12:64625251-64626150	chr12:64671301-64673250	hichip
chr12:89383351-89385300	chr12:89389801-89390400	hichip
chr12:95626951-95627250	chr12:95737651-95738700	hichip
chr12:116636551-116637450	chr12:115998301-115999200	hichip
chr12:116636551-116637450	chr12:116697451-116698350	hichip
chr13:44218351-44219250	chr13:44310901-44311500	hichip
chr13:50512951-50513700	chr13:50428051-50428500	hichip
chr13:104145451-104146050	chr13:104143801-104144550	hichip
chr13:104145451-104146050	chr13:103883101-103884450	hichip
chr13:104145451-104146050	chr13:104130751-104131200	hichip
chr13:104145451-104146050	chr13:104170651-104172000	hichip
chr14:24908701-24909150	chr14:24816151-24818400	hichip
chr15:92652151-92656200	chr15:92636551-92639850	hichip
chr15:92652151-92656200	chr15:92676751-92677050	hichip
chr15:92652151-92656200	chr15:92695651-92696850	hichip
chr15:92652151-92656200	chr15:92808451-92812500	hichip
chr16:46920301-46921050	chr16:46876351-46877100	hichip
chr17:36543901-36546300	chr17:37299601-37300050	hichip
chr17:36543901-36546300	chr17:37406101-37407900	hichip
chr17:50909101-50909850	chr17:50865001-50868150	hichip
chr17:72351751-72352500	chr17:72518701-72519750	hichip
chr17:80068201-80069550	chr17:79918801-79919850	hichip
chr18:3721801-3723450	chr18:3710701-3711300	hichip
chr18:49591351-49592250	chr18:49560451-49562850	hichip
chr2:8500201-8501100	chr2:8493151-8494950	hichip
chr2:65429851-65433150	chr2:65382751-65384250	hichip
chr2:65429851-65433150	chr2:65406451-65407050	hichip
chr2:113966701-113967450	chr2:114542851-114543900	hichip
chr2:154449901-154450650	chr2:154483051-154483200	hichip
chr2:164839951-164842800	chr2:164821201-164821650	hichip
chr2:168401851-168402150	chr2:168705601-168707100	hichip
chr2:170455651-170456550	chr2:170679601-170680200	hichip
chr2:172084201-172089000	chr2:171762901-171763500	hichip
chr2:189555451-189556500	chr2:189640951-189641400	hichip
chr2:234082051-234082950	chr2:233940901-233941500	hichip
chr2:234082051-234082950	chr2:233953201-233953800	hichip
chr20:20759101-20760000	chr20:20743501-20744700	hichip
chr20:24676651-24677850	chr20:24694651-24695550	hichip
chr20:35207851-35208750	chr20:35179351-35180100	hichip
chr20:51833251-51833850	chr20:51918001-51918750	hichip
chr20:53845951-53846550	chr20:53785201-53787150	hichip
chr20:53845951-53846550	chr20:53827951-53829000	hichip
chr21:17462401-17463150	chr21:17435551-17437200	hichip
chr21:17462401-17463150	chr21:17441401-17441850	hichip
chr21:17462401-17463150	chr21:17446651-17447250	hichip
chr21:17462401-17463150	chr21:17498551-17499150	hichip
chr21:17462401-17463150	chr21:17512351-17514450	hichip
chr21:36639451-36641250	chr21:36234901-36235650	hichip
chr21:36639451-36641250	chr21:36584701-36585600	hichip
chr21:36639451-36641250	chr21:36768601-36769950	hichip
chr21:36639451-36641250	chr21:37071901-37074450	hichip
chr21:41485501-41486400	chr21:41525851-41527200	hichip
chr21:42624151-42624900	chr21:42590701-42593700	hichip
chr21:42624151-42624900	chr21:42731101-42732300	hichip
chr22:17601001-17601600	chr22:17653951-17654550	hichip
chr3:23645851-23646900	chr3:23592901-23593650	hichip
chr3:23645851-23646900	chr3:23712601-23713350	hichip
chr3:23645851-23646900	chr3:23750701-23751600	hichip
chr3:25916401-25916850	chr3:25854151-25855050	hichip
chr3:57530251-57530550	chr3:57544051-57545100	hichip
chr3:184005901-184006500	chr3:184133851-184135800	hichip
chr4:38613151-38614050	chr4:38464801-38465250	hichip
chr4:38613151-38614050	chr4:38620951-38622150	hichip
chr4:68732701-68733450	chr4:68670451-68671800	hichip
chr4:68732701-68733450	chr4:68864401-68865600	hichip
chr4:68732701-68733450	chr4:68904751-68906700	hichip
chr4:68732701-68733450	chr4:69027301-69028050	hichip
chr4:68732701-68733450	chr4:69095101-69096600	hichip
chr4:69868351-69868950	chr4:69830251-69831450	hichip
chr4:73257151-73260000	chr4:72567601-72570450	hichip
chr4:73257151-73260000	chr4:73068301-73070550	hichip
chr4:73257151-73260000	chr4:73275001-73275750	hichip
chr4:73257151-73260000	chr4:73450651-73451100	hichip
chr4:73257151-73260000	chr4:73947151-73948200	hichip
chr4:73257151-73260000	chr4:73948951-73949550	hichip
chr4:76374001-76375050	chr4:76235851-76236300	hichip
chr4:77928001-77928750	chr4:78055951-78059850	hichip
chr4:83012101-83013750	chr4:82428901-82431600	hichip
chr4:87419401-87420300	chr4:87409351-87410550	hichip
chr4:94623151-94623900	chr4:94451401-94453350	hichip
chr4:94623151-94623900	chr4:94653001-94653750	hichip
chr4:94623151-94623900	chr4:94679701-94680900	hichip
chr4:94623151-94623900	chr4:95118451-95119050	hichip
chr4:186067801-186068700	chr4:186079051-186080100	hichip
chr5:14716651-14717700	chr5:14977201-14977650	hichip
chr5:14716651-14717700	chr5:15009451-15009750	hichip
chr5:35237701-35238450	chr5:35187751-35188650	hichip
chr5:59560501-59561250	chr5:59587501-59588250	hichip
chr5:60374401-60374850	chr5:60206551-60207450	hichip
chr5:60374401-60374850	chr5:60487351-60488400	hichip
chr5:60374401-60374850	chr5:60495901-60496350	hichip
chr5:68549251-68549700	chr5:68287801-68289150	hichip
chr5:71752501-71753400	chr5:71632201-71632500	hichip
chr5:71752501-71753400	chr5:71714851-71715300	hichip
chr5:71752501-71753400	chr5:71743351-71744550	hichip
chr5:91042801-91043250	chr5:91382551-91384200	hichip
chr5:95878351-95879700	chr5:95857201-95857800	hichip
chr5:98786251-98787600	chr5:98772451-98775000	hichip
chr5:98786251-98787600	chr5:98779201-98780850	hichip
chr5:127667851-127668750	chr5:127648951-127650300	hichip
chr5:137192101-137192850	chr5:137292451-137292900	hichip
chr5:138352201-138353850	chr5:138198601-138199500	hichip
chr6:19836751-19839450	chr6:19851451-19852200	hichip
chr6:27157201-27158400	chr6:27806701-27808950	hichip
chr6:34656601-34657800	chr6:34595401-34596300	hichip
chr6:49722901-49723200	chr6:49668001-49668750	hichip
chr6:105326251-105327150	chr6:105121801-105122850	hichip
chr6:105326251-105327150	chr6:105302101-105303000	hichip
chr6:106446601-106447350	chr6:106509901-106513050	hichip
chr6:110527951-110529600	chr6:110655751-110657250	hichip
chr6:110527951-110529600	chr6:110681551-110682750	hichip
chr6:110527951-110529600	chr6:110952151-110953050	hichip
chr6:138833701-138835050	chr6:138817801-138818400	hichip
chr6:151004251-151005000	chr6:150972751-150973650	hichip
chr6:157020901-157022400	chr6:156776401-156780750	hichip
chr6:157020901-157022400	chr6:156994351-156994950	hichip
chr7:29071351-29071800	chr7:29377651-29378100	hichip
chr7:88281751-88282200	chr7:88289551-88290000	hichip
chr7:88281751-88282200	chr7:88291801-88292400	hichip
chr7:88281751-88282200	chr7:88306501-88307100	hichip
chr7:96595801-96596700	chr7:96321151-96322500	hichip
chr7:104126401-104126550	chr7:104114851-104115300	hichip
chr7:117588301-117588900	chr7:117605701-117606000	hichip
chr7:143243101-143245500	chr7:143301001-143301750	hichip
chr7:149205601-149206650	chr7:149194951-149197050	hichip
chr7:156614101-156615300	chr7:156608701-156610050	hichip
chr7:156614101-156615300	chr7:156663451-156664350	hichip
chr8:38766151-38767500	chr8:38384701-38387400	hichip
chr8:38766151-38767500	chr8:38509651-38511450	hichip
chr8:38766151-38767500	chr8:38734201-38736300	hichip
chr8:48833401-48833700	chr8:48370951-48372300	hichip
chr8:53206351-53207100	chr8:53227201-53228550	hichip
chr8:68148751-68149050	chr8:68257651-68258250	hichip
chr8:76689901-76690350	chr8:76999801-77001000	hichip
chr8:80080351-80081550	chr8:80146951-80148000	hichip
chr8:80080351-80081550	chr8:80170801-80172900	hichip
chr8:80080351-80081550	chr8:80577601-80580450	hichip
chr8:80577601-80580450	chr8:80080351-80081550	hichip
chr8:80577601-80580450	chr8:80170801-80172900	hichip
chr8:80577601-80580450	chr8:80552101-80552850	hichip
chr8:80577601-80580450	chr8:80598451-80599350	hichip
chr8:80577601-80580450	chr8:80612701-80613300	hichip
chr8:101582701-101584950	chr8:101375851-101377200	hichip
chr8:101582701-101584950	chr8:101504101-101506200	hichip
chr8:101582701-101584950	chr8:101578051-101579850	hichip
chr8:101582701-101584950	chr8:101607151-101608650	hichip
chr8:118862251-118862550	chr8:118877851-118879050	hichip
chr8:126555451-126558900	chr8:125272801-125274300	hichip
chr8:126555451-126558900	chr8:127090801-127093950	hichip
chr8:127101301-127102950	chr8:127099801-127100700	hichip
chr8:127101301-127102950	chr8:126824401-126825150	hichip
chr8:127101301-127102950	chr8:126876601-126877200	hichip
chr8:127101301-127102950	chr8:126926401-126927150	hichip
chr8:127101301-127102950	chr8:127018051-127019400	hichip
chr8:127101301-127102950	chr8:127090801-127093950	hichip
chr8:127101301-127102950	chr8:127215001-127216200	hichip
chr8:127101301-127102950	chr8:127330051-127330950	hichip
chr8:127101301-127102950	chr8:127507351-127508100	hichip
chr8:129977101-129977700	chr8:129996301-129997800	hichip
chr8:133428451-133429650	chr8:133359751-133360800	hichip
chr8:133428451-133429650	chr8:133455151-133457250	hichip
chr9:14312851-14316750	chr9:14198701-14199450	hichip
chr9:19925851-19926750	chr9:20356351-20357250	hichip
chr9:25677301-25678950	chr9:25537951-25538400	hichip
chr9:71191201-71191500	chr9:71178001-71178150	hichip
chr9:83986801-83987400	chr9:83999251-83999550	hichip
chr9:107336701-107337600	chr9:107432401-107433600	hichip
chr9:109100401-109102350	chr9:108894301-108894900	hichip
chr9:109100401-109102350	chr9:109060051-109060800	hichip
chr9:109100401-109102350	chr9:109081951-109082550	hichip
chr9:109100401-109102350	chr9:109213051-109214100	hichip
chr9:109100401-109102350	chr9:109250401-109251900	hichip
chr9:110089351-110090550	chr9:109475401-109476000	hichip
chr9:110089351-110090550	chr9:109903201-109903950	hichip
chr9:110089351-110090550	chr9:110073301-110074050	hichip
chr9:112064701-112066800	chr9:111605101-111605850	hichip
chr9:112064701-112066800	chr9:111621301-111622200	hichip
chr9:112064701-112066800	chr9:112119301-112119900	hichip
chr9:120628501-120629400	chr9:120935251-120936900	hichip
chrX:15292651-15292950	chrX:15269551-15270450	hichip
chr1:8182051-8182950	chr1:8258701-8260050	hichip
chr1:62687401-62688750	chr1:62707051-62708100	hichip
chr1:62687401-62688750	chr1:62726101-62726550	hichip
chr1:151992301-151994400	chr1:151975351-151975650	hichip
chr1:207031501-207033600	chr1:206951251-206951850	hichip
chr1:234544051-234545700	chr1:234610351-234613500	hichip
chr1:234544051-234545700	chr1:235083151-235084350	hichip
chr1:240508201-240508650	chr1:240596701-240597600	hichip
chr10:60480901-60481500	chr10:60490051-60490650	hichip
chr10:60480901-60481500	chr10:60497251-60497700	hichip
chr10:63207001-63207600	chr10:63711451-63713550	hichip
chr10:74988901-74989350	chr10:74960701-74961000	hichip
chr10:74988901-74989350	chr10:74968201-74968950	hichip
chr10:114026551-114027450	chr10:114081901-114083550	hichip
chr11:64566451-64568850	chr11:64316851-64321200	hichip
chr11:65467501-65469450	chr11:65379151-65383350	hichip
chr11:65467501-65469450	chr11:65505451-65509800	hichip
chr11:93228751-93229500	chr11:92948251-92948400	hichip
chr11:93228751-93229500	chr11:93216451-93217050	hichip
chr11:93228751-93229500	chr11:93236701-93237750	hichip
chr11:93228751-93229500	chr11:93497251-93498600	hichip
chr11:93228751-93229500	chr11:93541801-93543900	hichip
chr11:94767601-94770300	chr11:94832701-94833300	hichip
chr11:108606601-108607200	chr11:108592651-108594300	hichip
chr11:114182851-114184050	chr11:114159751-114160500	hichip
chr11:130180801-130182300	chr11:129853501-129854850	hichip
chr11:130180801-130182300	chr11:130001551-130003950	hichip
chr12:2753701-2755050	chr12:2764351-2765250	hichip
chr12:11885251-11886150	chr12:11931151-11931600	hichip
chr12:42921751-42922800	chr12:42865051-42866100	hichip
chr12:42921751-42922800	chr12:42915451-42916350	hichip
chr12:42921751-42922800	chr12:42996751-42997200	hichip
chr12:52118251-52118700	chr12:52125601-52127550	hichip
chr12:63038401-63039000	chr12:62957251-62957700	hichip
chr12:64633951-64634850	chr12:64625251-64626150	hichip
chr12:64633951-64634850	chr12:64671301-64673250	hichip
chr12:82745851-82746150	chr12:82931101-82932000	hichip
chr12:89389801-89390400	chr12:89383351-89385300	hichip
chr12:95717701-95718750	chr12:95737651-95738700	hichip
chr12:116697451-116698350	chr12:115998301-115999200	hichip
chr12:116697451-116698350	chr12:116636551-116637450	hichip
chr13:44310901-44311500	chr13:44218351-44219250	hichip
chr13:50529151-50529900	chr13:50365951-50367000	hichip
chr13:50529151-50529900	chr13:50428051-50428500	hichip
chr13:104170651-104172000	chr13:103883101-103884450	hichip
chr13:104170651-104172000	chr13:104130751-104131200	hichip
chr13:104170651-104172000	chr13:104143801-104144550	hichip
chr13:104170651-104172000	chr13:104145451-104146050	hichip
chr13:106699351-106700850	chr13:106736851-106737450	hichip
chr13:106699351-106700850	chr13:106899451-106899750	hichip
chr15:84747451-84749850	chr15:84855001-84856050	hichip
chr15:86915701-86917350	chr15:86934301-86934750	hichip
chr15:91496701-91497600	chr15:91531051-91531500	hichip
chr15:92676751-92677050	chr15:92636551-92639850	hichip
chr15:92676751-92677050	chr15:92652151-92656200	hichip
chr15:92676751-92677050	chr15:92695651-92696850	hichip
chr16:80836951-80838300	chr16:80883151-80883600	hichip
chr17:28497151-28500150	chr17:28527601-28528800	hichip
chr17:37299601-37300050	chr17:36543901-36546300	hichip
chr17:37299601-37300050	chr17:37406101-37407900	hichip
chr17:72518701-72519750	chr17:71098201-71099850	hichip
chr17:72518701-72519750	chr17:72351751-72352500	hichip
chr18:49663951-49665000	chr18:49560451-49562850	hichip
chr18:49663951-49665000	chr18:49681201-49681800	hichip
chr18:74166301-74166900	chr18:74281801-74283150	hichip
chr2:114542851-114543900	chr2:113966701-113967450	hichip
chr2:154483051-154483200	chr2:154449901-154450650	hichip
chr2:170679601-170680200	chr2:170455651-170456550	hichip
chr2:189640951-189641400	chr2:189555451-189556500	hichip
chr2:197145451-197146200	chr2:197147551-197148450	hichip
chr20:19806751-19807650	chr20:19999351-19999950	hichip
chr20:24694651-24695550	chr20:24676651-24677850	hichip
chr20:46823251-46823700	chr20:46990051-46990800	hichip
chr20:51918001-51918750	chr20:51833251-51833850	hichip
chr21:15586351-15587400	chr21:15659401-15660300	hichip
chr21:36125551-36128400	chr21:36134251-36136650	hichip
chr21:36125551-36128400	chr21:36155401-36157650	hichip
chr21:36753601-36754950	chr21:36768601-36769950	hichip
chr21:38561251-38562600	chr21:38570101-38570850	hichip
chr21:38561251-38562600	chr21:38612851-38613600	hichip
chr21:41525851-41527200	chr21:41485501-41486400	hichip
chr21:41525851-41527200	chr21:41677801-41679450	hichip
chr21:41525851-41527200	chr21:41764651-41769000	hichip
chr21:42731101-42732300	chr21:42590701-42593700	hichip
chr21:42731101-42732300	chr21:42624151-42624900	hichip
chr22:17653951-17654550	chr22:17601001-17601600	hichip
chr3:23712601-23713350	chr3:23592901-23593650	hichip
chr3:23712601-23713350	chr3:23645851-23646900	hichip
chr3:23712601-23713350	chr3:23750701-23751600	hichip
chr3:57544051-57545100	chr3:57530251-57530550	hichip
chr3:184133851-184135800	chr3:184005901-184006500	hichip
chr3:188176351-188176800	chr3:187738651-187743000	hichip
chr3:188176351-188176800	chr3:188206201-188207400	hichip
chr4:38620951-38622150	chr4:38464801-38465250	hichip
chr4:38620951-38622150	chr4:38613151-38614050	hichip
chr4:68864401-68865600	chr4:68732701-68733450	hichip
chr4:68864401-68865600	chr4:68904751-68906700	hichip
chr4:68864401-68865600	chr4:69027301-69028050	hichip
chr4:73275001-73275750	chr4:73257151-73260000	hichip
chr4:73947151-73948200	chr4:73948951-73949550	hichip
chr4:73947151-73948200	chr4:73257151-73260000	hichip
chr4:76526251-76527150	chr4:76235851-76236300	hichip
chr4:76526251-76527150	chr4:76551151-76551600	hichip
chr4:78055951-78059850	chr4:77928001-77928750	hichip
chr4:90081751-90082050	chr4:90093451-90093600	hichip
chr4:94653001-94653750	chr4:94623151-94623900	hichip
chr4:94653001-94653750	chr4:94679701-94680900	hichip
chr4:168586951-168587700	chr4:168919801-168920400	hichip
chr4:186079051-186080100	chr4:186067801-186068700	hichip
chr5:14977201-14977650	chr5:14716651-14717700	hichip
chr5:59587501-59588250	chr5:59487451-59488650	hichip
chr5:59587501-59588250	chr5:59560501-59561250	hichip
chr5:60447001-60447900	chr5:60487351-60488400	hichip
chr5:91101601-91102200	chr5:91162501-91163400	hichip
chr5:91101601-91102200	chr5:91382551-91384200	hichip
chr5:124906351-124907100	chr5:124908601-124909200	hichip
chr5:124906351-124907100	chr5:124921801-124923450	hichip
chr5:124906351-124907100	chr5:124995601-124995900	hichip
chr5:124906351-124907100	chr5:125011201-125013450	hichip
chr5:124906351-124907100	chr5:125026951-125027850	hichip
chr5:137292451-137292900	chr5:137192101-137192850	hichip
chr5:142874401-142875300	chr5:142720351-142721400	hichip
chr6:19851451-19852200	chr6:19836751-19839450	hichip
chr6:22362451-22363800	chr6:21886801-21888150	hichip
chr6:106509901-106513050	chr6:106431451-106431900	hichip
chr6:106509901-106513050	chr6:106446601-106447350	hichip
chr6:139230451-139230900	chr6:139373101-139377150	hichip
chr6:154732651-154734600	chr6:154852651-154852950	hichip
chr7:88289551-88290000	chr7:88291801-88292400	hichip
chr7:88289551-88290000	chr7:88281751-88282200	hichip
chr7:88289551-88290000	chr7:88306501-88307100	hichip
chr7:117605701-117606000	chr7:117588301-117588900	hichip
chr7:122577451-122577750	chr7:122652901-122653350	hichip
chr7:143301001-143301750	chr7:143243101-143245500	hichip
chr7:156663451-156664350	chr7:156608701-156610050	hichip
chr7:156663451-156664350	chr7:156614101-156615300	hichip
chr8:53227201-53228550	chr8:53206351-53207100	hichip
chr8:53227201-53228550	chr8:53692501-53693550	hichip
chr8:68257651-68258250	chr8:68148751-68149050	hichip
chr8:74488351-74489250	chr8:74755201-74755950	hichip
chr8:76999801-77001000	chr8:76689901-76690350	hichip
chr8:80146951-80148000	chr8:80080351-80081550	hichip
chr8:80146951-80148000	chr8:80170801-80172900	hichip
chr8:80598451-80599350	chr8:80552101-80552850	hichip
chr8:80598451-80599350	chr8:80577601-80580450	hichip
chr8:80598451-80599350	chr8:80612701-80613300	hichip
chr8:101607151-101608650	chr8:101504101-101506200	hichip
chr8:101607151-101608650	chr8:101578051-101579850	hichip
chr8:101607151-101608650	chr8:101582701-101584950	hichip
chr8:118877851-118879050	chr8:118862251-118862550	hichip
chr8:126824401-126825150	chr8:127018051-127019400	hichip
chr8:126824401-126825150	chr8:127090801-127093950	hichip
chr8:126824401-126825150	chr8:127099801-127100700	hichip
chr8:126824401-126825150	chr8:127101301-127102950	hichip
chr8:127215001-127216200	chr8:127018051-127019400	hichip
chr8:127215001-127216200	chr8:127090801-127093950	hichip
chr8:127215001-127216200	chr8:127099801-127100700	hichip
chr8:127215001-127216200	chr8:127101301-127102950	hichip
chr8:127215001-127216200	chr8:127330051-127330950	hichip
chr8:129996301-129997800	chr8:129977101-129977700	hichip
chr8:133455151-133457250	chr8:133359751-133360800	hichip
chr8:133455151-133457250	chr8:133428451-133429650	hichip
chr8:133455151-133457250	chr8:133851001-133852200	hichip
chr9:20198251-20198850	chr9:20219101-20219850	hichip
chr9:73597651-73598400	chr9:74357551-74358150	hichip
chr9:83999251-83999550	chr9:83986801-83987400	hichip
chr9:107432401-107433600	chr9:107336701-107337600	hichip
chr9:108894301-108894900	chr9:109081951-109082550	hichip
chr9:108894301-108894900	chr9:109100401-109102350	hichip
chr9:108894301-108894900	chr9:109250401-109251900	hichip
chr9:108894301-108894900	chr9:109475401-109476000	hichip
chr9:109213051-109214100	chr9:109100401-109102350	hichip
chr9:109213051-109214100	chr9:109250401-109251900	hichip
chr9:109213051-109214100	chr9:109475401-109476000	hichip
chr9:112119301-112119900	chr9:112064701-112066800	hichip
chr9:114779251-114779850	chr9:114906901-114909000	hichip
chr9:114779251-114779850	chr9:114995701-114997050	hichip
chr9:120935251-120936900	chr9:120628501-120629400	hichip
chr9:120935251-120936900	chr9:120942151-120943050	hichip
chr1:8258701-8260050	chr1:8182051-8182950	chiapet
chr1:32501851-32502300	chr1:32474701-32475450	chiapet
chr1:62707051-62708100	chr1:62726101-62726550	chiapet
chr1:169572151-169572600	chr1:169574401-169575000	chiapet
chr1:234610351-234613500	chr1:234723451-234725550	chiapet
chr1:234610351-234613500	chr1:234960451-234962400	chiapet
chr1:234610351-234613500	chr1:235083151-235084350	chiapet
chr11:9059101-9060900	chr11:9136501-9139500	chiapet
chr11:9059101-9060900	chr11:65505451-65509800	chiapet
chr11:64841551-64846050	chr11:64316851-64321200	chiapet
chr11:64841551-64846050	chr11:65505451-65509800	chiapet
chr11:65505451-65509800	chr11:9059101-9060900	chiapet
chr11:65505451-65509800	chr11:64316851-64321200	chiapet
chr11:65505451-65509800	chr11:64841551-64846050	chiapet
chr11:65505451-65509800	chr11:65040601-65042250	chiapet
chr11:65505451-65509800	chr11:65101051-65102850	chiapet
chr11:65505451-65509800	chr11:65379151-65383350	chiapet
chr11:65505451-65509800	chr11:65441251-65445750	chiapet
chr11:65505451-65509800	chr11:65467501-65469450	chiapet
chr11:65505451-65509800	chr11:65889901-65894250	chiapet
chr11:65505451-65509800	chr11:68001751-68006400	chiapet
chr11:65505451-65509800	chr11:102279751-102280650	chiapet
chr11:65505451-65509800	chr11:110711101-110713650	chiapet
chr11:65505451-65509800	chr11:113773051-113774250	chiapet
chr11:65505451-65509800	chr11:123072151-123072600	chiapet
chr11:93236701-93237750	chr11:93497251-93498600	chiapet
chr11:93236701-93237750	chr11:93541801-93543900	chiapet
chr11:94832701-94833300	chr11:94767601-94770300	chiapet
chr12:2764351-2765250	chr12:2753701-2755050	chiapet
chr12:52125601-52127550	chr12:52118251-52118700	chiapet
chr12:52125601-52127550	chr12:57844651-57847500	chiapet
chr12:56151601-56152800	chr12:51146701-51147150	chiapet
chr12:63439651-63440400	chr12:63495751-63496950	chiapet
chr12:64671301-64673250	chr12:64633951-64634850	chiapet
chr12:103799851-103801200	chr12:100141951-100143300	chiapet
chr13:28408351-28408950	chr13:28392451-28392900	chiapet
chr13:44849101-44849700	chr13:44853451-44855100	chiapet
chr13:106736851-106737450	chr13:106699351-106700850	chiapet
chr13:109748851-109749600	chr13:109275751-109276650	chiapet
chr13:109748851-109749600	chr13:110055151-110056050	chiapet
chr14:31090651-31091850	chr14:30610501-30611250	chiapet
chr14:37329151-37329750	chr14:37330501-37330800	chiapet
chr14:59935651-59937300	chr14:60091201-60092850	chiapet
chr15:84852301-84853500	chr15:84747451-84749850	chiapet
chr15:84852301-84853500	chr15:84855001-84856050	chiapet
chr15:92695651-92696850	chr15:92652151-92656200	chiapet
chr15:92695651-92696850	chr15:92808451-92812500	chiapet
chr15:92695651-92696850	chr15:94253101-94253400	chiapet
chr17:33509251-33510150	chr17:35256751-35258250	chiapet
chr17:63502651-63503700	chr17:75778651-75781050	chiapet
chr17:72614551-72615750	chr17:72617401-72618600	chiapet
chr17:81036301-81038850	chr17:81036301-81038850	chiapet
chr18:49681201-49681800	chr18:49560451-49562850	chiapet
chr18:49681201-49681800	chr18:49591351-49592250	chiapet
chr2:44244151-44244750	chr2:44286751-44287350	chiapet
chr2:53765101-53766000	chr2:36965851-36968100	chiapet
chr20:237601-238650	chr20:297151-298950	chiapet
chr20:19889401-19891350	chr20:19999351-19999950	chiapet
chr20:53863951-53866650	chr20:32348251-32348700	chiapet
chr20:53863951-53866650	chr20:53785201-53787150	chiapet
chr20:53863951-53866650	chr20:53827951-53829000	chiapet
chr20:53863951-53866650	chr20:53857801-53858250	chiapet
chr20:53863951-53866650	chr20:53869801-53870850	chiapet
chr21:17498551-17499150	chr21:17446651-17447250	chiapet
chr21:17498551-17499150	chr21:17512351-17514450	chiapet
chr21:36134251-36136650	chr21:36059551-36061050	chiapet
chr21:36134251-36136650	chr21:36155401-36157650	chiapet
chr21:36134251-36136650	chr21:36234901-36235650	chiapet
chr21:41677801-41679450	chr21:41764651-41769000	chiapet
