Geneid	Length	logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B	SE
ZNF331	8708	-0.15784229955087303	-0.24635429434487197	-0.0693303047568733	7.256700682978151	-3.69939260287207	0.00126005079643618	0.00280183119997308	-2.3882620369507097	0.0451591810173466
ZBTB5	5690	-0.202062993639312	-0.317230297572221	-0.0868956897064023	6.213180284993111	-3.6397096139102	0.0014551252615730699	0.00319356055037305	-2.38888820153184	0.058758828537198646
GPR108	2498	0.258766500749995	0.10555489142102802	0.411978110078961	4.51778327785856	3.5036888539697997	0.00201750714355625	0.00428707407812285	-2.38897043754432	0.07816918843314617
TJP1	8823	-1.10500859523003	-1.8619085458555	-0.34810864460456103	0.41205029695440903	-3.02856104736667	0.00619469466663225	0.0116756321378119	-2.39127456758363	0.3861734441966681
GNAS	7730	0.149364074218928	0.0670050283240706	0.231723120113786	9.72152526866217	3.7622183522044503	0.0010825472745323698	0.0024520607861803104	-2.39238696546316	0.0420199213749274
CLDN1	3452	-0.47755994664012397	-0.7836978693393271	-0.171422023940921	1.68961277865911	-3.23608497491273	0.0038119453567280704	0.0075520014111660205	-2.3941171378871204	0.15619281770367502
DNAJC4	1380	0.191880914036973	0.0822723384291361	0.30148948964480893	6.187203527138151	3.63158653832377	0.00148387699932311	0.00324981541144677	-2.39534103012877	0.05592274265705939
PAF1	2358	-0.18098706043526	-0.28347191088574203	-0.0785022099847785	6.638995370090621	-3.66350684762073	0.00137401409299235	0.00302830574338811	-2.3954739767493103	0.05228818900534784
AOC2	2665	-0.640927906060194	-1.06648549866951	-0.215370313450881	1.50396775038587	-3.12435224294773	0.00495576397948901	0.00955607057035202	-2.3962211053038196	0.21712122071903803
MPC1	2200	0.271210998554589	0.10957949956225199	0.43284249754692705	4.41018747185179	3.4808912082314905	0.00213066745270092	0.0044954386204581	-2.3963997235530097	0.08246505050629466
RBM14	5415	-0.18178399136950898	-0.28441207967168103	-0.0791559030673379	6.82013226243467	-3.6745025124056805	0.0013380562734137	0.00296106239581247	-2.3966827341318	0.05236126954192427
MFSD4B	5926	-0.3870560704620589	-0.626626378724494	-0.147485762199624	3.3603200311096098	-3.35158350605721	0.0029000984242988303	0.00591904169831179	-2.3967401825355603	0.12222974911348725
RWDD3	1385	0.423017228891104	0.15882166149469598	0.6872127962875121	2.9564012300104503	3.3215567894094105	0.00311432859422788	0.0063117205160467295	-2.39682099495006	0.13479365683490208
ANKRD30B	5364	-0.49157767632962607	-0.811689273438407	-0.171466079220845	2.1292532328688796	-3.18566348221923	0.00429231549887192	0.008391966851954629	-2.40032965653309	0.16332224342284746
DMXL2	10990	0.240538184832443	0.10433244968556502	0.37674391997932205	6.58556809664563	3.6635134283900297	0.00137399229058778	0.00302830574338811	-2.40116227889177	0.06949272201371352
DDAH1	7015	-0.160415196834087	-0.250188977471871	-0.0706414161963038	7.83905523990304	-3.7068511449509	0.0012375612289540802	0.0027596776530779397	-2.40446608888852	0.04580294930499163
IFT52	2331	-0.22433379322276503	-0.35748692882708105	-0.0911806576184493	4.6118846837602305	-3.4950424486166503	0.0020597145234627	0.00436711181441778	-2.4050041967869302	0.0679352732675081
ESD	2824	0.189845897396324	0.08158014729105299	0.29811164750159397	6.29411942964125	3.6376363431885803	0.00146241109485593	0.00320786122070434	-2.40510099571388	0.05523762760472984
UBA7	3401	0.527083253016686	0.17736677204336398	0.876799733990007	1.6380814124811798	3.12659962152429	0.004929783487705999	0.00951037397836615	-2.4055661647564	0.1784267760067967
RBMX2	1528	-0.234049332067316	-0.372898345931655	-0.09520031820297802	4.65483849623826	-3.4968238809252	0.00205094829578597	0.0043507389522519	-2.40645117244547	0.07084133360425433
SLC26A10	2409	0.41378481888348706	0.15233845393089002	0.6752311838360849	2.5917105892699706	3.2832284175517406	0.00341027649718501	0.006836412201941921	-2.4075071872012797	0.13339100252683542
PITX1	2383	0.34202310836210803	0.136112628623408	0.5479335881008089	4.08439903440772	3.4457689415695203	0.00231726891725085	0.00484579771404364	-2.40823500651929	0.10505636721362269
SYK	5445	0.30233923275147995	0.11872476978165401	0.48595369572130703	3.5270293827255803	3.4158341244114196	0.00248885470587886	0.00516058594761845	-2.40830128392839	0.09368084845399312
KIF9	3931	-0.317412232795497	-0.51268580118281	-0.12213866440818401	3.32815688115659	-3.3720138561374404	0.00276262050399022	0.0056652754134484395	-2.40990017206604	0.09962937162618012
STK33	9631	0.36079265812047295	0.13426209624757698	0.587323219993369	2.8964683085345397	3.3040000268896	0.00324665026619613	0.00654935855699819	-2.41094517095206	0.1155768172820898
NBR1	6433	-0.167543628500953	-0.26147802123102	-0.0736092357708858	7.65615674222454	-3.70009127636814	0.00125792711045367	0.00279810441419596	-2.41120533342368	0.04792571057656485
PSMA4	1220	-0.167279500493638	-0.260589538392148	-0.0739694625951286	8.286459256142699	-3.71897715147642	0.0012018400207450199	0.00268769268324391	-2.41307081026407	0.04760716219311719
ALDH6A1	4850	-0.20718033768889396	-0.326187981069166	-0.0881726943086216	5.80605382441777	-3.6114602103279196	0.00155754436781164	0.0033992426923906	-2.4160190861053596	0.06071818539809807
DNAJC27	5495	0.391244776713653	0.14662882275357	0.6358607306737359	3.09012240691822	3.3179736069323797	0.00314090061784215	0.00635654826350085	-2.41775227205397	0.12480405814289947
CLUAP1	5430	-0.302096643074583	-0.484647460699181	-0.119545825449985	3.9957786303995095	-3.43297997338219	0.00238911139234463	0.00497522597296355	-2.41831670803791	0.09313817225744797
TAGLN2	1754	-0.27876035566988694	-0.44603389196477505	-0.111486819375	4.18041278035526	-3.4571078211011805	0.00225534282196813	0.00472816377954445	-2.41914318362132	0.08534364096677935
TSGA10	6843	-0.514127037795756	-0.851295928246675	-0.176958147344837	1.9026598595784199	-3.1632396820808304	0.00452433101418469	0.00879195740841331	-2.42048172140807	0.17202494410761174
FAM219A	4075	0.348659219900731	0.134309349005081	0.5630090907963811	3.5264372517885696	3.37432633071511	0.0027474660576421697	0.00563882337655308	-2.42065650540679	0.10936217902839288
KDM4C	12553	0.234233733053468	0.0949454862300666	0.37352197987686997	4.54105294145037	3.48854332419167	0.0020920083446961603	0.0044258243894139	-2.4215618925789903	0.07106543205275596
STOM	3328	-0.6623741128392889	-1.10887549047138	-0.21587273520719896	0.8291871434876609	-3.07744075312828	0.00552925520120183	0.010552857903851	-2.4233935936839397	0.22780682532249516
FUBP1	7008	-0.162713291766398	-0.253918927073641	-0.0715076564591548	7.85571500030887	-3.7009269360745605	0.0012553916757190198	0.0027929616191784	-2.42479168915245	0.046533487401654645
ZNF587B	3340	-0.21583032455486104	-0.340496154869436	-0.0911644942402854	5.71099699514339	-3.59148604167947	0.0016342071974655699	0.00355167318767683	-2.42587535264377	0.06360501546662006
LAMTOR2	681	0.26795942494222896	0.10837342984252801	0.42754542004193	4.473152317405231	3.4832401212978796	0.00211872672399649	0.00447387301001844	-2.42684437556815	0.08142142607127602
DCTPP1	1357	-0.21261367948372503	-0.3372418331014311	-0.0879855258660181	5.05471810089146	-3.5390296036848903	0.00185363353269372	0.0039692142501206295	-2.42854247225721	0.06358579266209514
CCDC174	3579	0.216078432783626	0.0891050961515888	0.343051769415664	4.96503763684767	3.5302709748352403	0.0018929867834666	0.004043784651421039	-2.4289381277902202	0.06478231460818246
ZNF132	3031	-0.568240258759086	-0.9480010096895529	-0.18847950782861803	1.4430599180555401	-3.10406691565996	0.00519633197772563	0.0099692059627913	-2.42948824137059	0.19375548516860586
C5orf34	4634	-0.29980689760213103	-0.48294311894932107	-0.11667067625494	3.5917643757913	-3.39606914651585	0.00260888854502177	0.00538180127084442	-2.42963654099019	0.09343684762611762
DGCR8	4552	-0.231115773518989	-0.362595920406849	-0.0996356266311296	6.6066104393458	-3.64651965885674	0.00143144408493137	0.003143795239938	-2.43203662577922	0.06708170759584678
EHD1	3949	0.20111779728837803	0.084695094842411	0.317540499734346	5.6468680019800495	3.58362023977233	0.00166540434109861	0.00361068672703325	-2.43411216643523	0.05939933798263648
PRICKLE4	1646	0.363582438562528	0.13694454681355198	0.590220330311503	2.83026918279297	3.3279709721477206	0.00306730823584843	0.0062298002041171795	-2.43553045905555	0.1156315774229467
LRRTM4	4874	-0.8125420660130229	-1.3764929752075	-0.248591156818548	0.27894246607961304	-2.9889159725438303	0.00679037242821369	0.0126620593265363	-2.4363148805897503	0.28773005571146737
CSPG5	2590	-0.363939079583676	-0.591499091490743	-0.136379067676609	3.1571101977029596	-3.3177365526518603	0.00314266632033909	0.006359092209543371	-2.4386220910445	0.11610204689136071
PELI2	22703	0.176589170843888	0.0759103283428115	0.27726801334496504	6.629316086682709	3.6386057922991	0.00145899982427926	0.00320150198408197	-2.44386498588099	0.05136675637810039
PSMG2	1159	-0.212415677473935	-0.33545674244014195	-0.0893746125077271	5.69235076794159	-3.5813407020753103	0.00167455424570181	0.0036286362672072	-2.44432804456792	0.06277605355418746
POLH	8412	-0.20382962413923997	-0.321846093355067	-0.0858131549234126	5.67410875597843	-3.5828930059085695	0.00166831805816516	0.00361637663345286	-2.4482484863336498	0.060212484293789385
PIGL	8097	-0.29538097837216803	-0.47198354650874397	-0.11877841023559199	4.41356188252866	-3.4697218651151402	0.00218835464692076	0.0046031669932957205	-2.44843729164133	0.0901033510900898
RPUSD1	2069	-0.25619343546635004	-0.407289929085589	-0.10509694184711099	4.89439985462703	-3.51740814047709	0.0019522701556935397	0.00416189106690398	-2.44975038516148	0.07709004776491786
CENPC	7474	-0.19668909006820298	-0.311209177645636	-0.0821690024907693	5.467774077882099	-3.56293379641477	0.00175027016111034	0.00377243573862765	-2.45219563212652	0.05842861611093538
SESN3	9861	-0.181444618395721	-0.281873090183831	-0.0810161466076117	10.5894073411713	-3.74797245563957	0.0011204969581024	0.00252611947218	-2.45285588178448	0.05123901621842329
CASP4	1477	0.496715721617877	0.16676795006034	0.8266634931754141	1.58096127159569	3.12299910387617	0.00497147049651996	0.00958340056700016	-2.4530083432356204	0.16834069977425362
PEBP1	1675	-0.158647966222588	-0.24704943624572	-0.0702464961994567	9.24952111623518	-3.72292403888501	0.00119043401886569	0.00266504578614613	-2.45302206614205	0.04510279082812839
ICA1	3874	0.216142739357731	0.0899234073489278	0.342362071366534	5.34148006889169	3.5524168954576703	0.0017950296240418898	0.0038556125996817296	-2.4539195194411803	0.06439761837183833
ATOH1	1065	-0.6768725983711711	-1.14016689148733	-0.213578305255015	0.79069034674346	-3.0308129586640096	0.00616241245127831	0.011624200265216001	-2.4558698330338395	0.23637463934497832
PIK3IP1	2473	0.765895609848883	0.238447697795632	1.2933435219021299	0.63333772986713	3.0123064773331403	0.006432583358372121	0.0120795740668484	-2.45731904428613	0.2691060775781882
MRPS34	1111	-0.249565759025912	-0.39438022806958206	-0.104751289982242	5.67934967659018	-3.57505062159871	0.0017000591194763599	0.00367943889414369	-2.4589877306603904	0.07388493318554594
TAF12	1954	0.280553333715248	0.10846472828019099	0.452641939150304	3.6953432848503898	3.3819911862450294	0.0026978133859859197	0.00554693505562664	-2.46035548627746	0.087800308895437
WDR44	4223	0.33590412418229604	0.12824598783733698	0.5435622605272561	3.44144505521838	3.3556413473094304	0.0028722722167587897	0.00586895635529611	-2.46060792895187	0.10594802874742834
IQCK	3830	-0.597021489760356	-0.999731389473466	-0.194311590047245	1.05651601213068	-3.0754368297534502	0.00555512727328595	0.0105989997013656	-2.4607095312323097	0.20546423454750537
CAPN7	4537	0.167739690780357	0.0725869217943563	0.262892459766357	7.1072874665801	3.65698820942525	0.00139577882839084	0.0030719421010059604	-2.4630626078412003	0.0485473311153063
CXorf56	2433	-0.277046596332932	-0.4465563975741029	-0.10753679509176099	3.77501028988496	-3.3905266109836902	0.0026435516399186897	0.00544611718039281	-2.4638249809696	0.08648459246998519
PSMB6	872	-0.217900110885923	-0.344377544472672	-0.0914226772991737	5.760823272633481	-3.57399186556702	0.00170438949868708	0.0036868961971080203	-2.46603298152065	0.06452930285038222
ZNF554	5720	0.384725714173037	0.142078034612241	0.627373393733832	3.0843108674474298	3.2891541297547597	0.00336279679771648	0.00675205955159874	-2.4661159065817797	0.12379983651060997
C14orf169	2468	-0.722558238276352	-1.22067943402997	-0.224437042522736	0.5444356578452451	-3.0091718334011603	0.00647945874869178	0.0121511721898284	-2.46612230235721	0.25414346722123315
NTMT1	2679	-0.248737009586755	-0.396529618766226	-0.100944400407283	4.728125788387691	-3.49137779413902	0.00207786346800376	0.004400367815265979	-2.47145287358433	0.07540439243850587
TXNL4B	3083	-0.28814684760892606	-0.46365282278995595	-0.11264087242789698	4.05613467729982	-3.4058939322338904	0.0025485317348209803	0.005272955183217001	-2.47269765002561	0.08954386488828035
SNAPC1	2656	-0.334503765480904	-0.541713154436421	-0.127294376525387	3.48463913580243	-3.3488888532835097	0.00291872174559652	0.00595265209657239	-2.47401976483419	0.10571907599771276
VKORC1	1138	-0.26309344338976304	-0.42185447002465204	-0.10433241675487301	4.4414191116663	-3.4377578262807407	0.00236202033044212	0.00492537383667339	-2.48015019015325	0.08100052379331098
GTF2E1	3460	-0.24110766920144	-0.38669607294947206	-0.095519265453409	4.24563998078641	-3.43552721591768	0.00237463059590627	0.00494919257742985	-2.48107558842659	0.07427979783062834
CLASP1	12414	-0.174271053392137	-0.274584704353612	-0.0739574024306624	6.3175769651362	-3.6039136132325	0.00158608415532758	0.00345549634467586	-2.4837388349217098	0.051180434164017755
LOXL3	3840	-0.38891134070883704	-0.636877514466238	-0.140945166951436	2.83260744577083	-3.25362367629017	0.00365741626130987	0.00727699517469914	-2.48543829740731	0.12651335395785765
ARL15	3610	0.26225991750759603	0.10650833819493301	0.41801149682026	5.0071600346427	3.4930806598954804	0.00206941074152249	0.00438469553894451	-2.48930548970125	0.07946509148605281
TCAF1	6376	-0.18359528923987	-0.29052938172304804	-0.0766611967566911	5.62888857678921	-3.56167672828731	0.00175556197674011	0.00378253710293486	-2.48944143844556	0.05455821045060127
C16orf13	1062	-0.24321891272782198	-0.385617216226169	-0.100820609229475	5.388034168586921	-3.5432490589664702	0.00183496276524986	0.00393327666810503	-2.4898620477863798	0.07265219566242194
MARCH8	6897	-0.5252859645303549	-0.875239616591933	-0.175332312468776	1.7502838164885401	-3.11382656664618	0.00507921529975565	0.00977000622591865	-2.48995966183652	0.17854778166407065
RSL24D1	1473	-0.212657976116057	-0.334641008645727	-0.0906749435863878	6.52394009673107	-3.61652443306171	0.0015386762177873698	0.00336276073401397	-2.4903296330669	0.06223624108656613
CYP4V2	4704	0.252911921534054	0.0994324138845188	0.40639142918358795	4.377824691079811	3.4184407496537	0.0024734328932517397	0.00513286596921316	-2.49046276579996	0.07830587124976254
PSTK	4264	-0.569604052832667	-0.9454900390463491	-0.19371806661898497	1.73891186483304	-3.14359137890681	0.00473756818321781	0.0091650170006818	-2.4927783750155497	0.19177856439473576
AFF4	9925	0.22802225012626898	0.0990918955773684	0.35695260467517	7.767503143251059	3.668860533957	0.0013563892257666	0.00299737307076385	-2.4938906364744	0.06578079313719427
UBN2	16548	-0.222612306135526	-0.35228324850148707	-0.09294136376956401	5.7571924630648	-3.5613581806389702	0.00175690544342956	0.00378477941552868	-2.49848125494854	0.06615864406426608
LRP2	15782	-0.772105246407607	-1.30810659154516	-0.236103901270053	0.7217542082482429	-2.9882696011328	0.00680052598692935	0.0126772107609012	-2.4987763573286204	0.2734700740497722
GLRX3	4184	-0.21421491438347798	-0.33903903897355103	-0.0893907897934054	5.64172097366014	-3.5600846838013305	0.0017622864761909999	0.00379440978967683	-2.4988674200923198	0.06368577785207798
NUAK2	3551	0.56516138704764	0.194875306974366	0.9354474671209151	2.03719417620512	3.16624304718089	0.00449256575795265	0.00873659785511018	-2.5011499180197503	0.1889214694251401
METTL3	2330	-0.190440090764955	-0.300807432694849	-0.0800727488350619	6.039645679362941	-3.57953777245409	0.00168182604213667	0.0036424995413635703	-2.50425723998497	0.05630986833157835
BNIP3	1633	-0.222464203634646	-0.349676865277997	-0.0952515419912957	6.893819360159099	-3.6277633831304503	0.0014976018685328699	0.00327785500708476	-2.5047419944579	0.06490441920579115
HHLA3	2105	-1.04621275709656	-1.78809881630714	-0.304326697885986	-0.0591403291020821	-2.9254451109196697	0.00786005318669371	0.0144137486998472	-2.50487375397119	0.37851329551560053
GNPTAB	6410	0.18809124246821302	0.0787073534517498	0.29747513148467497	5.76816832913496	3.56717460944041	0.00173253311921205	0.00373807326946321	-2.50511640564339	0.055808106641052346
BMI1	3430	-0.6324747883123361	-1.0562590480312601	-0.208690528593411	1.6283148884806398	-3.09604703143297	0.00529451847494231	0.0101513459287199	-2.50585643908051	0.21621645904026765
POFUT2	5522	0.22184841739959305	0.0936932476275425	0.350003587171643	6.22591149914845	3.59111536945168	0.00163566436799582	0.0035542221909118203	-2.5073673772032903	0.06538529070002563
SLC27A4	3239	0.18978530995358103	0.0794225341892058	0.300148085717956	5.820760447240191	3.56737801463554	0.00173168683529403	0.0037375374875709	-2.5074062416852003	0.056307538655293414
MCTS1	9960	-0.219098132690203	-0.349410618385381	-0.0887856469950247	4.86787430330808	-3.48788213268441	0.00209532143707946	0.004431333663496921	-2.50876520569037	0.06648596208937661
MAP7	7395	0.16871751991124997	0.0721990119472316	0.26523602787526895	6.75776059829923	3.62625830186609	0.00150303920514541	0.0032883257094019603	-2.5095705237375	0.04924413671633606
MESDC1	3051	-0.24377223724206898	-0.38690966732902504	-0.10063480715511199	5.44028087566726	-3.5329718784104402	0.0018807647979912	0.0040231760334852795	-2.51037855408254	0.07302930106477375
POU2F2	9499	0.552981559440403	0.17926739899761698	0.9266957198831891	1.26899532686877	3.06958912698229	0.00563129415955426	0.0107295851682042	-2.51158357075062	0.19067049002182962
SEMA3B	3367	0.28617277913093103	0.11289386848674199	0.45945168977512	4.427900415813809	3.42603476148183	0.00242903419643793	0.00504911148813944	-2.51222424043029	0.08840760747152501
PEX19	3669	0.176503501101458	0.0748760178881654	0.27813098431475103	6.52313843733593	3.60289252259862	0.00158998500461683	0.0034627878994277	-2.51500202274325	0.05185075674147593
C18orf25	5628	-0.183894654565703	-0.29128724916151194	-0.0765020599698933	5.630756973000821	-3.5522532753117697	0.00179573478612177	0.0038564646214238603	-2.5150392151267797	0.05479214009990272
ZNHIT6	8540	0.22185794352593002	0.089522184082915	0.354193702968945	4.81038131238952	3.47781856947996	0.0021463867841133	0.00452784022750596	-2.515749122486	0.06751824461378315
PSMG4	7349	-0.398506522071693	-0.652952823129619	-0.144060221013767	2.9841269549116403	-3.24899052455308	0.0036976361369411297	0.00734649544626526	-2.51876549782653	0.1298195413560847
TMEM184A	7696	0.230519442735877	0.0961710225268652	0.36486786294488793	5.75238816404486	3.55946027226445	0.00176493077310902	0.00379902873284173	-2.52040848135673	0.0685451123515364
C10orf88	7418	0.28193737263838603	0.108711009664985	0.4551637356117871	3.97067235850339	3.37635275142303	0.00273425292771283	0.005615392779585679	-2.52105271091027	0.0883807974354087
AFMID	2385	0.209037453758399	0.0872377096119149	0.330837197904884	5.7357789349266195	3.5603023725190894	0.0017613655091796802	0.00379308014302415	-2.521176777803	0.06214272660534925
NR0B1	1788	0.470352607175959	0.16041332625588597	0.780291888096031	1.57210219371384	3.14815486066712	0.004687191927599629	0.00907739524197102	-2.52205819441368	0.15813228618371047
LAPTM4A	1765	0.181341091099695	0.0775905294242367	0.285091652775153	6.970331660800509	3.62589247414912	0.0015043637451176801	0.00329064762514717	-2.5253514382511697	0.05293396003849906
MAGI3	9429	0.26619402061472897	0.10576622808642	0.42662181314303793	4.57406071176954	3.4421345397369	0.00233746756318966	0.00488150384354058	-2.52565210857637	0.08185091455525968
GBGT1	2059	0.653670744371571	0.20950570669482702	1.09783578204831	1.01463442782348	3.0529790981510403	0.00585317047470983	0.0111083170038481	-2.52698981212556	0.22661481514119464
PDK2	3392	0.27658302949605895	0.109621512100711	0.443544546891408	4.514068007420451	3.43651543762597	0.00236903580017183	0.00493835526729165	-2.53067319539189	0.085184447650688
TRAPPC13	4350	0.235957419249775	0.096296808841055	0.375618029658496	5.26424730939847	3.50484530953778	0.0020119265713419198	0.0042773969503988605	-2.5320002515692996	0.07125541347383699
IQCG	3091	-0.765678387043278	-1.30189877508465	-0.22945799900191002	0.286487962056234	-2.9621852751119797	0.007222653016357391	0.0133783353619031	-2.53224853978021	0.273581830633352
TNKS1BP1	6203	0.18039952810975898	0.0765725805956964	0.28422647562382203	6.63458456822966	3.6044123089695197	0.0015841824207008099	0.0034525565622700104	-2.54117181779777	0.05297293240513409
PCDHB5	2922	0.3744403139392629	0.133758543234064	0.615122084644462	2.8136078437015497	3.2273684991673397	0.0038910834171992795	0.007688353314126321	-2.54317870670766	0.12279682178836686
HNRNPF	3369	-0.14386453121266599	-0.22517745337590803	-0.0625516090494227	8.5660655512948	-3.67031483588663	0.00135164010599922	0.00298794924228051	-2.54368550759411	0.04148618477716463
EEA1	8292	-0.322340314965217	-0.5147614572029899	-0.129919172727444	4.77901241008835	-3.47512947968193	0.0021602370578280897	0.0045509139635842395	-2.54383687543169	0.09817405216212906
ZMAT1	6055	0.7515475010492858	0.235504075666214	1.2675909264323602	1.03512871420457	3.0211990450808703	0.00630137158346857	0.0118598985493738	-2.54438519354351	0.2632874619301393
WDR55	5801	0.20396470308902398	0.0841632621324843	0.323766144045564	5.55564316963706	3.5318490101022295	0.00188583651213855	0.00403142261930527	-2.54513338815609	0.061123184161499915
CLK1	3794	-0.174291780167909	-0.274293417345948	-0.0742901429898703	6.95848353514068	-3.61558810203659	0.0015421477547313	0.0033691697102229898	-2.5458192074777797	0.05102124345818308
ULK2	9294	-0.200283521429293	-0.319056348221907	-0.0815106946366792	5.03848135529703	-3.4981407438491403	0.0020444916720116896	0.00433777841001665	-2.5474431220342297	0.06059838101663974
TMEM74B	4554	0.638347241329893	0.19761636497579899	1.07907811768399	0.841782198655354	3.0046415031768703	0.00654778570142329	0.0122682657454275	-2.54829014452486	0.2248626920173957
PFKL	4110	-0.164742519389862	-0.258887532630398	-0.0705975061493267	7.30993188746626	-3.63009119470123	0.0014892303824888	0.00326039737504248	-2.5519804012342098	0.04803317002068146
SPRED2	6254	0.18994983039590602	0.0791687477550176	0.300730913036795	6.0534373747653305	3.55698847485183	0.00177543678093178	0.00381918177392465	-2.55549416781506	0.056520960531065666
SCX	2092	0.408844624273061	0.14818264719989901	0.6695066013462231	3.1234982996376095	3.25379179589558	0.0036559648516086103	0.00727642359655457	-2.55608551301382	0.1329908046291643
ZNF135	4741	-0.22523812497082102	-0.360466500969206	-0.0900097489724368	4.78476999291663	-3.4552798208966404	0.00226521561342368	0.00474647341324328	-2.5563828919439797	0.06899406938693092
RNF126	1730	-0.250800457037098	-0.39761838534127797	-0.10398252873291802	5.7526806454956505	-3.54371172053683	0.00183292678437057	0.00392958630276393	-2.55710636435897	0.07490710627764284
JAK3	6882	1.00649822387868	0.29123202522288205	1.72176442253449	0.00048233281094729296	2.91913690685075	0.0079747762355148	0.0145962924919723	-2.55912860507385	0.3649317340080633
ACVR1B	6454	0.162849132480516	0.0687363650210432	0.256961899939989	6.52913950473944	3.5896000120932	0.00164163476690864	0.0035647170785348	-2.5604647333648702	0.048016718091567816
INSR	9464	-0.241303635900715	-0.38691482157180296	-0.0956924502296261	4.68912813305635	-3.43778158248491	0.00236188638301806	0.00492537383667339	-2.56107151435582	0.07429142126075941
ZNF665	3778	-0.40450897273464004	-0.6671268749306629	-0.141891070538617	2.6457613880652002	-3.1953098975198198	0.00419608929678435	0.0082257036692961	-2.56139985490464	0.13398872561021583
LDHD	2072	0.815425264743803	0.236436293462012	1.39441423602559	-0.0276057252921986	2.9216152653381497	0.00792951418916753	0.0145205612550734	-2.5614986793164705	0.29540253636825975
SPNS1	2397	-0.234550643172785	-0.37630649663577104	-0.0927947897097983	4.623117995473599	-3.43245442965354	0.0023921097779913397	0.00497981088004492	-2.5618093837801696	0.0723244150321359
MORC4	4269	0.29426382542151097	0.11080659397231098	0.477721056870711	3.54569834529659	3.3274473639055597	0.0030711205791003	0.00623652994790982	-2.56260485317595	0.09360062829040817
ATP5I	365	-0.210701132708262	-0.332808812289758	-0.0885934531267647	6.458233542546849	-3.57958801178504	0.00168162299115712	0.0036424995413635703	-2.56351633394261	0.06229983652117176
HEXDC	3422	0.244743919063547	0.0994876989681087	0.390000139158985	5.16427068431313	3.4953150299266404	0.0020583708065484803	0.00436500313022266	-2.56576637383891	0.07411031637522354
PDCD7	2851	-0.19237030116094198	-0.305936513054743	-0.0788040892671411	5.48058881498313	-3.5139699086253304	0.00196842252084232	0.0041934645421012	-2.5674316334217404	0.057941944843775996
CARD9	2123	-0.9033879286848471	-1.54080862422977	-0.265967233139922	0.168443727603649	-2.9400673299192404	0.007600172602350671	0.0139987855756572	-2.56991077155028	0.3252146405841449
MYL12A	1474	0.19805787762849	0.083538870114762	0.312576885142219	6.558163847446069	3.58776260018205	0.0016489027700163099	0.00357925569160858	-2.57024501019305	0.05842806505802474
TRIQK	4208	0.26123416354692003	0.10833026958382501	0.414138057510014	6.03490384937618	3.5442192465390803	0.0018306959234707801	0.00392615023834418	-2.5732048106782597	0.07801219079749719
MORN1	12500	-0.31941861656869397	-0.52095907081834	-0.117878162319048	3.50084785253977	-3.28781327235713	0.00337348379593457	0.00676916868908154	-2.57601451764082	0.10282676237226837
WDPCP	16336	-0.5118630450127771	-0.8558297381889151	-0.167896351836638	1.6931415787465	-3.08707042928055	0.0054065413236370295	0.0103407547562403	-2.57650045353707	0.1754932108041523
KIF3B	6301	-0.154572587150964	-0.24374790284693498	-0.0653972714549938	6.88261050959725	-3.59581196739492	0.00161729535038357	0.0035192009008085203	-2.57662445291658	0.04549761004896459
EGR1	3136	0.501460423518965	0.16173366263070701	0.841187184407222	1.42863897854831	3.0620766498716097	0.0057306230369533	0.0109022247123654	-2.5767294196516697	0.17332998004502934
RRAS2	2839	0.273525597325279	0.10647087974040599	0.44058031491015204	4.14598999844815	3.3966311145261496	0.00260539887049885	0.0053754895659524895	-2.57898701423164	0.08523199876779236
AKAP6	19613	-0.6259757302117189	-1.05668471887836	-0.19526674154507603	1.2214609615541898	-3.01496804215927	0.00639303842992001	0.0120179508890872	-2.57956805476667	0.21974948401359282
ERCC2	4639	0.192396464905825	0.0788315523184415	0.305961377493208	5.5651408213485	3.51448804292759	0.00196598003551393	0.00418897501686716	-2.5805688101616497	0.0579412819323384
IQCH	5968	-0.700745101049101	-1.18086116461899	-0.220629037479208	0.9969951330804591	-3.0277707321230096	0.00620606272863765	0.011692839513293002	-2.5810455240121297	0.2449571752907607
RMND1	2501	-0.273190075844427	-0.44195883617716797	-0.10442131551168699	4.063766510803981	-3.35801020293769	0.00285614857365423	0.0058369647407637	-2.58145560803451	0.08610651037384719
SFXN1	4300	0.18702665666552898	0.0783595490561071	0.29569376427495003	6.4755920311830995	3.5703809429087103	0.0017192400440311	0.0037145212219897796	-2.5814702571164	0.05544240184154157
TP53I11	5362	0.20065398625671	0.0811657440257952	0.320142228487625	5.01118874264173	3.4836280004911204	0.00211676125030886	0.00447062550939535	-2.58452329879491	0.06096338889332394
EIF5A2	5537	0.5164489351141289	0.17807370850358398	0.854824161724675	1.94132201794502	3.1661973396172898	0.00449304756503506	0.00873659785511018	-2.58473195803986	0.17264042174007427
CORO6	3954	0.649451936239819	0.21071635129718602	1.0881875211824499	1.51478988641078	3.0708125606859906	0.00561527601205576	0.0107023274015412	-2.5849486293274	0.22384468619522038
CLPB	3483	-0.240219396352566	-0.383626973578534	-0.0968118191265969	5.1395119684241	-3.47492251943123	0.0021613066349691	0.0045524000410697	-2.58686507565214	0.07316713123773905
C1orf56	2053	0.547259108879564	0.174710903369912	0.9198073143892149	1.6088138879417802	3.04733132565367	0.00593051375610785	0.0112448585568185	-2.58810211321821	0.1900756150559446
